id,data,produto,categoria,quantidade,pagamento,preco_unitario
1557,2023-01-27,Alicate,Ferramentas,152.0,Crédito,41.9
1558,2023-09-27,Pincel,Tintas e Acabamento,296.0,Dinheiro,12.9
1559,2023-02-19,Lixadeira,Ferramentas,359.0,Débito,389.0
1560,2023-12-23,Massa Corrida,Tintas e Acabamento,197.0,Pix,89.9
1561,2023-05-23,Pilha,Elétrica,270.0,Boleto,6.9
1562,2023-03-15,Verga Metálica,Construção e Estrutura,187.0,Boleto,119.0
1563,2023-12-15,Tesoura de Poda,Jardinagem,222.0,Transferência Bancária,59.9
1564,2023-05-27,Sementes de Grama,Jardinagem,34.0,Boleto,19.9
1565,2023-01-13,Mangueira Jardim,Jardinagem,186.0,Pix,69.9
1566,2023-10-02,Capacete,Segurança e EPI,492.0,Carteira Digital,49.9
1567,2023-03-18,Lâmpada LED,Elétrica,135.0,Dinheiro,14.9
1568,2023-09-15,Válvula de Descarga,Hidráulica,284.0,Carteira Digital,119.0
1569,2023-09-02,Registro de Água,Hidráulica,439.0,Transferência Bancária,54.9
1570,2023-08-27,Selador,Tintas e Acabamento,480.0,Débito,99.9
1571,2023-01-20,Fio Elétrico,Elétrica,228.0,Transferência Bancária,3.5
1572,2023-11-16,Capacete,Segurança e EPI,147.0,Pix,49.9
1573,2023-10-31,Cimento,Construção e Estrutura,383.0,Débito,39.9
1574,2023-06-04,Conexão T,Hidráulica,386.0,Débito,7.9
1575,2023-03-18,Pá,Jardinagem,106.0,Pix,74.9
1576,2023-04-16,Massa Corrida,Tintas e Acabamento,142.0,Crédito,89.9
1577,2023-02-13,Furadeira,Ferramentas,46.0,Carteira Digital,499.9
1578,2023-12-22,Alicate,Ferramentas,214.0,Crédito,41.9
1579,2023-06-20,Tomada,Elétrica,92.0,Pix,9.9
1580,2023-05-08,Registro de Água,Hidráulica,33.0,Transferência Bancária,54.9
1581,2023-08-31,Botina,Segurança e EPI,396.0,Carteira Digital,149.0
1582,2023-09-04,Bloco de Concreto,Construção e Estrutura,21.0,Pix,6.0
1583,2023-05-23,Válvula de Descarga,Hidráulica,329.0,Débito,119.0
1584,2023-08-24,Colete Reflexivo,Segurança e EPI,251.0,Dinheiro,39.9
1585,2023-12-03,Tomada,Elétrica,228.0,Dinheiro,9.9
1586,2023-12-10,Botina,Segurança e EPI,,Dinheiro,149.0
1587,2023-09-15,Válvula de Descarga,Hidráulica,447.0,Transferência Bancária,119.0
1588,2023-04-29,Chave de Fenda,Ferramentas,236.0,Carteira Digital,24.5
1589,2023-11-17,Botina,Segurança e EPI,162.0,,149.0
1590,2023-04-28,Brita,Construção e Estrutura,441.0,Transferência Bancária,17.9
1591,2023-05-15,Lâmpada LED,Elétrica,229.0,Carteira Digital,14.9
1592,2023-12-21,Chave de Fenda,Ferramentas,277.0,Carteira Digital,24.5
1593,2023-05-01,Pilha,Elétrica,66.0,Pix,6.9
1594,2023-09-05,Sementes de Grama,Jardinagem,133.0,Pix,19.9
1595,2023-07-22,Interruptor,Elétrica,221.0,Transferência Bancária,12.9
1596,2023-08-11,Protetor Auricular,Segurança e EPI,209.0,Crédito,9.9
1597,2023-04-30,Selador,Tintas e Acabamento,321.0,Carteira Digital,99.9
1598,2023-02-05,Enxada,Jardinagem,458.0,Carteira Digital,89.9
1599,2023-07-18,Máscara Respiratória,Segurança e EPI,67.0,Transferência Bancária,29.9
1600,2023-03-04,Chave de Fenda,Ferramentas,15.0,Débito,24.5
1601,2023-11-17,Tomada,Elétrica,329.0,Crédito,9.9
1602,2023-03-20,Tesoura de Poda,Jardinagem,215.0,Boleto,59.9
1603,2023-08-14,Pincel,Tintas e Acabamento,268.0,Crédito,12.9
1604,2023-01-20,Areia,Construção e Estrutura,54.0,Pix,14.9
1605,2023-06-25,Verniz,Tintas e Acabamento,344.0,Dinheiro,139.9
1606,2023-08-15,Selador,Tintas e Acabamento,148.0,Pix,99.9
1607,2023-06-28,Máscara Respiratória,Segurança e EPI,173.0,Transferência Bancária,29.9
1608,2023-02-08,Brita,Construção e Estrutura,88.0,Dinheiro,
1609,2023-12-11,Pilha,Elétrica,496.0,Carteira Digital,6.9
1610,2023-04-17,Chave de Fenda,Ferramentas,15.0,Transferência Bancária,24.5
1611,2023-03-17,Interruptor,Elétrica,218.0,Boleto,12.9
1612,2023-08-12,Protetor Auricular,Segurança e EPI,340.0,Carteira Digital,9.9
1613,2023-11-03,Bomba de água,Hidráulica,297.0,Dinheiro,899.0
1614,2023-07-13,Massa Corrida,Tintas e Acabamento,306.0,Pix,89.9
1615,2023-08-24,Capacete,Segurança e EPI,469.0,Débito,49.9
1616,2023-04-20,Pilha,Elétrica,41.0,Crédito,6.9
1617,2023-02-21,Trena,Ferramentas,74.0,Dinheiro,32.0
1618,2023-08-09,Chave de Fenda,Ferramentas,56.0,Débito,24.5
1619,2023-07-19,Bloco de Concreto,Construção e Estrutura,444.0,Boleto,6.0
1620,2023-12-05,Cimento,,141.0,Crédito,39.9
1621,2023-05-07,Enxada,Jardinagem,199.0,Boleto,89.9
1622,2023-08-13,Botina,Segurança e EPI,364.0,Transferência Bancária,149.0
1623,2023-03-21,Tomada,Elétrica,153.0,Dinheiro,9.9
1624,2023-04-26,Serrote,Ferramentas,384.0,Transferência Bancária,64.9
1625,2023-04-10,Rolo de Pintura,Tintas e Acabamento,353.0,Débito,24.9
1626,2023-01-16,Bloco de Concreto,Construção e Estrutura,269.0,Boleto,6.0
1627,2023-10-19,Lâmpada LED,Elétrica,206.0,Dinheiro,14.9
1628,2023-11-09,Verga Metálica,Construção e Estrutura,178.0,Dinheiro,119.0
1629,2023-08-09,Lâmpada LED,Elétrica,298.0,Débito,14.9
1630,2023-11-27,Registro de Água,Hidráulica,361.0,Dinheiro,54.9
1631,2023-05-27,Brita,Construção e Estrutura,388.0,Crédito,17.9
1632,2023-11-29,Luva de Proteção,Segurança e EPI,219.0,Dinheiro,19.9
1633,2023-09-24,Tomada,Elétrica,389.0,Crédito,9.9
1634,2023-11-18,Registro de Água,Hidráulica,271.0,Crédito,54.9
1635,2023-07-09,Extensão,Elétrica,412.0,Crédito,39.9
1636,2023-03-14,Lâmpada LED,Elétrica,152.0,Crédito,14.9
1637,2023-10-05,Selador,Tintas e Acabamento,480.0,Dinheiro,99.9
1638,2023-10-17,Mangueira,Hidráulica,397.0,Boleto,59.0
1639,2023-06-29,Torneira,Hidráulica,382.0,Débito,79.0
1640,2023-12-04,Serrote,Ferramentas,347.0,Débito,64.9
1641,2023-10-30,Interruptor,Elétrica,161.0,Boleto,12.9
1642,2023-12-18,Adubo,Jardinagem,47.0,Crédito,49.9
1643,2023-05-27,Telha Cerâmica,Construção e Estrutura,24.0,Débito,7.9
1644,2023-11-02,Telha Cerâmica,Construção e Estrutura,500.0,Transferência Bancária,7.9
1645,2023-11-29,Enxada,Jardinagem,425.0,Crédito,89.9
1646,2023-03-18,Carrinho de Mão,Jardinagem,498.0,Crédito,359.0
1647,2023-12-02,Extensão,Elétrica,115.0,Débito,39.9
1648,2023-12-12,Argamassa,Construção e Estrutura,203.0,Pix,24.9
1649,2023-05-14,Massa Corrida,Tintas e Acabamento,186.0,Débito,89.9
1650,2023-04-16,Mangueira,Hidráulica,151.0,Boleto,59.0
1651,2023-11-30,Tinta Esmalte,Tintas e Acabamento,365.0,Transferência Bancária,229.0
1652,2023-03-30,Alicate,Ferramentas,217.0,Pix,41.9
1653,2023-09-23,Tinta Acrílica,Tintas e Acabamento,380.0,Dinheiro,249.0
1654,2023-11-10,Sementes de Grama,Jardinagem,423.0,Dinheiro,19.9
1655,2023-01-12,Trena,Ferramentas,67.0,Dinheiro,32.0
1656,2023-02-11,Luva de Proteção,Segurança e EPI,472.0,Transferência Bancária,19.9
1657,2023-10-10,Extensão,Elétrica,287.0,Boleto,39.9
1658,2023-01-28,Pilha,Elétrica,59.0,Boleto,6.9
1659,2023-07-11,Fio Elétrico,Elétrica,368.0,Dinheiro,3.5
1660,2023-12-30,Botina,Segurança e EPI,120.0,Dinheiro,149.0
1661,2023-06-10,Tijolo,Construção e Estrutura,319.0,Transferência Bancária,2.0
1662,2023-09-12,Botina,Segurança e EPI,99.0,Pix,149.0
1663,2023-07-05,Interruptor,Elétrica,372.0,Débito,12.9
1664,2023-07-14,Capacete,Segurança e EPI,278.0,Carteira Digital,49.9
1665,2023-05-29,Válvula de Descarga,Hidráulica,180.0,Pix,119.0
1666,2023-06-09,Chave de Fenda,,380.0,Transferência Bancária,24.5
1667,2023-06-04,Extensão,,496.0,Crédito,39.9
1668,2023-11-30,Fio Elétrico,Elétrica,322.0,Pix,3.5
1669,2023-08-31,Pilha,Elétrica,347.0,Transferência Bancária,6.9
1670,2023-12-27,Tinta Esmalte,Tintas e Acabamento,295.0,Crédito,229.0
1671,2023-01-10,Tinta Esmalte,Tintas e Acabamento,105.0,Dinheiro,229.0
1672,2023-10-12,Lâmpada LED,Elétrica,167.0,Crédito,14.9
1673,2023-09-13,Botina,Segurança e EPI,322.0,Crédito,149.0
1674,2023-01-07,Serrote,Ferramentas,353.0,Transferência Bancária,64.9
1675,2023-11-10,Parafusadeira,Ferramentas,491.0,Transferência Bancária,429.0
1676,2023-10-07,Tinta Esmalte,Tintas e Acabamento,488.0,Crédito,229.0
1677,2023-11-01,Válvula de Descarga,Hidráulica,142.0,Crédito,119.0
1678,2023-12-18,Chave de Fenda,,59.0,Boleto,24.5
1679,2023-10-05,Furadeira,Ferramentas,346.0,Crédito,499.9
1680,2023-11-21,Caixa de água,Hidráulica,401.0,Crédito,799.0
1681,2023-02-08,Pincel,,109.0,Crédito,12.9
1682,2023-03-18,Telha Cerâmica,Construção e Estrutura,170.0,Dinheiro,7.9
1683,2023-04-14,Telha Cerâmica,Construção e Estrutura,365.0,Pix,7.9
1684,2023-06-04,Luva de Proteção,Segurança e EPI,144.0,Boleto,19.9
1685,2023-05-02,Parafusadeira,Ferramentas,114.0,Carteira Digital,429.0
1686,2023-05-21,Disjuntor,Elétrica,344.0,Pix,45.0
1687,2023-03-01,Mangueira,Hidráulica,120.0,Pix,59.0
1688,2023-06-19,Verga Metálica,Construção e Estrutura,321.0,Dinheiro,119.0
1689,2023-05-09,Areia,Construção e Estrutura,377.0,Dinheiro,14.9
1690,2023-08-07,Cano PVC,Hidráulica,295.0,Débito,29.9
1691,2023-03-23,Martelo,Ferramentas,416.0,Carteira Digital,79.9
1692,2023-12-12,Lixa,Tintas e Acabamento,80.0,Boleto,4.9
1693,2023-12-26,Sementes de Grama,Jardinagem,89.0,Dinheiro,19.9
1694,2023-04-26,Argamassa,Construção e Estrutura,161.0,Crédito,24.9
1695,2023-11-10,Areia,Construção e Estrutura,306.0,Pix,14.9
1696,2023-03-17,Cimento,Construção e Estrutura,115.0,Dinheiro,39.9
1697,2023-02-26,Protetor Auricular,Segurança e EPI,319.0,Dinheiro,9.9
1698,2023-07-10,Tesoura de Poda,Jardinagem,143.0,Crédito,59.9
1699,,Martelo,Ferramentas,283.0,Débito,79.9
1700,2023-11-23,Pá,Jardinagem,437.0,Pix,74.9
1701,2023-09-23,Válvula de Descarga,Hidráulica,12.0,Crédito,119.0
1702,2023-07-07,,Elétrica,432.0,Transferência Bancária,59.9
1703,2023-05-06,Máscara Respiratória,Segurança e EPI,435.0,Transferência Bancária,29.9
1704,2023-08-27,Selador,Tintas e Acabamento,418.0,Carteira Digital,99.9
1705,2023-08-10,Botina,Segurança e EPI,72.0,Crédito,149.0
1706,2023-03-14,Óculos de Proteção,Segurança e EPI,165.0,Carteira Digital,24.9
1707,2023-03-10,Botina,Segurança e EPI,240.0,Transferência Bancária,149.0
1708,2023-06-29,Enxada,Jardinagem,303.0,Transferência Bancária,89.9
1709,2023-07-13,Mangueira,Hidráulica,73.0,Carteira Digital,59.0
1710,2023-05-05,Verga Metálica,Construção e Estrutura,325.0,Boleto,119.0
1711,2023-06-02,Pá,Jardinagem,436.0,Boleto,74.9
1712,2023-12-22,Pincel,Tintas e Acabamento,431.0,Transferência Bancária,12.9
1713,2023-02-08,Cimento,Construção e Estrutura,161.0,Boleto,39.9
1714,2023-06-15,Luva de Proteção,Segurança e EPI,406.0,Boleto,19.9
1715,2023-11-22,Capacete,Segurança e EPI,364.0,Débito,49.9
1716,2023-10-31,Tinta Acrílica,Tintas e Acabamento,405.0,Carteira Digital,249.0
1717,2023-08-04,Trena,Ferramentas,484.0,Pix,32.0
1718,2023-02-06,Torneira,Hidráulica,375.0,Boleto,79.0
1719,2023-03-11,Tomada,Elétrica,275.0,Carteira Digital,9.9
1720,2023-03-09,Lixa,Tintas e Acabamento,466.0,Carteira Digital,4.9
1721,2023-05-04,Serrote,Ferramentas,381.0,Pix,64.9
1722,2023-01-01,Argamassa,Construção e Estrutura,282.0,Débito,24.9
1723,2023-10-09,Verniz,Tintas e Acabamento,449.0,Crédito,139.9
1724,2023-03-12,Serrote,Ferramentas,43.0,Débito,64.9
1725,2023-11-01,Caixa de água,Hidráulica,113.0,Pix,799.0
1726,2023-04-22,Tomada,Elétrica,176.0,Pix,9.9
1727,2023-03-02,Chave de Fenda,Ferramentas,140.0,Dinheiro,24.5
1728,2023-11-29,Pá,Jardinagem,279.0,Dinheiro,74.9
1729,2023-04-06,Enxada,Jardinagem,489.0,Pix,89.9
1730,2023-05-02,Registro de Água,Hidráulica,100.0,Débito,54.9
1731,2023-06-16,Caixa de água,Hidráulica,257.0,Pix,799.0
1732,2023-03-07,Bomba de água,Hidráulica,203.0,Carteira Digital,899.0
1733,2023-12-10,Bloco de Concreto,Construção e Estrutura,434.0,Transferência Bancária,6.0
1734,2023-11-22,Fio Elétrico,Elétrica,389.0,Dinheiro,3.5
1735,2023-12-18,Selador,Tintas e Acabamento,269.0,Carteira Digital,99.9
1736,2023-01-20,Rolo de Pintura,Tintas e Acabamento,412.0,,24.9
1737,2023-08-06,Válvula de Descarga,Hidráulica,279.0,Dinheiro,119.0
1738,2023-11-02,Colete Reflexivo,Segurança e EPI,10.0,Pix,39.9
1739,2023-11-26,Adubo,Jardinagem,282.0,Dinheiro,49.9
1740,2023-10-10,Pincel,Tintas e Acabamento,419.0,Carteira Digital,12.9
1741,2023-01-22,Protetor Auricular,Segurança e EPI,138.0,Crédito,9.9
1742,2023-01-15,Chave de Fenda,Ferramentas,127.0,Transferência Bancária,24.5
1743,2023-07-18,Verniz,Tintas e Acabamento,292.0,Crédito,139.9
1744,2023-12-17,Trena,Ferramentas,281.0,Transferência Bancária,32.0
1745,2023-05-17,Tinta Esmalte,Tintas e Acabamento,273.0,Carteira Digital,229.0
1746,2023-06-20,Lanterna,Elétrica,423.0,Pix,59.9
1747,2023-03-03,Lâmpada LED,Elétrica,113.0,Débito,14.9
1748,2023-05-19,Cano PVC,Hidráulica,242.0,Carteira Digital,29.9
1749,2023-06-05,Lâmpada LED,Elétrica,125.0,Carteira Digital,14.9
1750,2023-12-29,Interruptor,Elétrica,277.0,Pix,12.9
1751,2023-06-19,Parafusadeira,Ferramentas,283.0,Boleto,429.0
1752,2023-01-21,Bomba de água,Hidráulica,346.0,Crédito,899.0
1753,2023-12-02,Capacete,Segurança e EPI,208.0,Dinheiro,49.9
1754,2023-08-03,Extensão,Elétrica,76.0,Carteira Digital,39.9
1755,2023-04-12,Pá,Jardinagem,452.0,Carteira Digital,74.9
1756,2023-07-11,Telha Cerâmica,Construção e Estrutura,339.0,Pix,7.9
1757,2023-03-04,Tinta Esmalte,Tintas e Acabamento,399.0,Carteira Digital,229.0
1758,2023-07-01,Lâmpada LED,Elétrica,18.0,Pix,14.9
1759,2023-08-29,Caixa de água,Hidráulica,14.0,Débito,799.0
1760,2023-12-11,Luva de Proteção,Segurança e EPI,337.0,Débito,19.9
1761,2023-11-26,Lâmpada LED,Elétrica,408.0,Dinheiro,14.9
1762,2023-02-25,Mangueira,Hidráulica,103.0,Carteira Digital,59.0
1763,2023-10-03,Interruptor,Elétrica,375.0,Carteira Digital,12.9
1764,2023-12-29,Areia,Construção e Estrutura,248.0,Débito,14.9
1765,2023-09-03,Capacete,Segurança e EPI,379.0,Dinheiro,49.9
1766,2023-05-26,Serrote,Ferramentas,55.0,Dinheiro,64.9
1767,2023-03-23,Verniz,Tintas e Acabamento,463.0,Dinheiro,139.9
1768,2023-04-16,Tinta Acrílica,Tintas e Acabamento,150.0,Boleto,249.0
1769,2023-03-26,Areia,Construção e Estrutura,49.0,Pix,14.9
1770,,Lanterna,Elétrica,272.0,Transferência Bancária,59.9
1771,2023-11-16,Luva de Proteção,Segurança e EPI,299.0,Carteira Digital,19.9
1772,2023-05-31,Lixa,Tintas e Acabamento,319.0,Transferência Bancária,4.9
1773,2023-02-07,Torneira,Hidráulica,254.0,Carteira Digital,79.0
1774,2023-12-06,Parafusadeira,Ferramentas,347.0,Débito,429.0
1775,2023-03-12,Parafusadeira,Ferramentas,143.0,Crédito,429.0
1776,2023-10-16,Lanterna,Elétrica,155.0,Transferência Bancária,59.9
1777,2023-06-28,Óculos de Proteção,Segurança e EPI,242.0,Débito,24.9
1778,2023-09-23,Verniz,Tintas e Acabamento,398.0,Débito,139.9
1779,2023-03-24,Pá,Jardinagem,424.0,Débito,74.9
1780,2023-11-17,Selador,Tintas e Acabamento,307.0,Boleto,99.9
1781,2023-04-04,Lixadeira,Ferramentas,425.0,Transferência Bancária,389.0
1782,2023-01-03,Caixa de água,Hidráulica,484.0,Dinheiro,799.0
1783,2023-06-19,Verga Metálica,Construção e Estrutura,86.0,Boleto,119.0
1784,2023-07-24,Rolo de Pintura,Tintas e Acabamento,29.0,Transferência Bancária,24.9
1785,2023-10-12,Alicate,Ferramentas,207.0,,41.9
1786,2023-05-05,Carrinho de Mão,Jardinagem,212.0,Transferência Bancária,359.0
1787,2023-01-23,Chave de Fenda,Ferramentas,292.0,Dinheiro,24.5
1788,2023-01-09,Adubo,Jardinagem,478.0,Dinheiro,49.9
1789,2023-03-10,Disjuntor,Elétrica,237.0,Débito,45.0
1790,2023-07-27,Rolo de Pintura,Tintas e Acabamento,372.0,Dinheiro,24.9
1791,2023-06-03,Alicate,Ferramentas,4.0,Dinheiro,41.9
1792,2023-03-02,Máscara Respiratória,Segurança e EPI,163.0,Transferência Bancária,29.9
1793,2023-06-09,Sementes de Grama,,419.0,Débito,19.9
1794,2023-08-25,Lixa,Tintas e Acabamento,76.0,Transferência Bancária,4.9
1795,2023-04-06,Alicate,Ferramentas,485.0,Carteira Digital,41.9
1796,2023-11-07,Extensão,Elétrica,274.0,Transferência Bancária,39.9
1797,2023-04-28,Rolo de Pintura,Tintas e Acabamento,396.0,,24.9
1798,2023-10-30,Areia,Construção e Estrutura,279.0,Pix,14.9
1799,2023-12-02,Martelo,Ferramentas,486.0,Boleto,79.9
1800,2023-08-17,Sementes de Grama,Jardinagem,119.0,Débito,19.9
1801,2023-11-11,Parafusadeira,Ferramentas,270.0,Crédito,429.0
1802,,Alicate,Ferramentas,382.0,Crédito,41.9
1803,2023-01-23,,Segurança e EPI,153.0,Crédito,39.9
1804,2023-09-10,Enxada,Jardinagem,129.0,Carteira Digital,89.9
1805,2023-04-16,Argamassa,Construção e Estrutura,105.0,Dinheiro,24.9
1806,2023-02-23,Máscara Respiratória,Segurança e EPI,292.0,Carteira Digital,29.9
1807,2023-08-08,Serrote,Ferramentas,127.0,Crédito,64.9
1808,2023-03-30,Pilha,Elétrica,237.0,Débito,6.9
1809,2023-01-27,Verniz,,385.0,Débito,139.9
1810,2023-06-03,Carrinho de Mão,Jardinagem,441.0,Carteira Digital,359.0
1811,2023-03-12,Tinta Esmalte,Tintas e Acabamento,313.0,Transferência Bancária,229.0
1812,2023-11-17,Verga Metálica,Construção e Estrutura,339.0,Boleto,119.0
1813,2023-01-15,Areia,Construção e Estrutura,450.0,Dinheiro,14.9
1814,2023-04-30,Lanterna,Elétrica,64.0,Boleto,59.9
1815,2023-06-06,Lixa,Tintas e Acabamento,93.0,Dinheiro,4.9
1816,2023-02-14,Registro de Água,Hidráulica,486.0,Débito,54.9
1817,2023-11-14,Rolo de Pintura,Tintas e Acabamento,341.0,Transferência Bancária,24.9
1818,2023-12-03,Protetor Auricular,Segurança e EPI,14.0,Dinheiro,9.9
1819,2023-10-23,Capacete,Segurança e EPI,,Crédito,49.9
1820,2023-04-06,Colete Reflexivo,Segurança e EPI,126.0,Débito,39.9
1821,2023-07-01,Adubo,Jardinagem,52.0,Boleto,49.9
1822,2023-04-16,Parafusadeira,Ferramentas,64.0,Transferência Bancária,429.0
1823,2023-01-20,Botina,Segurança e EPI,128.0,Pix,149.0
1824,2023-02-22,Máscara Respiratória,Segurança e EPI,495.0,Dinheiro,29.9
1825,2023-12-28,Serrote,Ferramentas,173.0,Carteira Digital,64.9
1826,2023-01-15,Areia,Construção e Estrutura,26.0,Boleto,14.9
1827,2023-09-09,Selador,Tintas e Acabamento,107.0,Dinheiro,99.9
1828,2023-07-28,Furadeira,Ferramentas,239.0,Boleto,499.9
1829,2023-04-11,Trena,Ferramentas,17.0,Débito,32.0
1830,2023-08-13,Sementes de Grama,Jardinagem,224.0,Dinheiro,19.9
1831,2023-01-27,Alicate,Ferramentas,201.0,Débito,41.9
1832,2023-04-05,Rolo de Pintura,Tintas e Acabamento,437.0,Pix,24.9
1833,2023-03-26,Luva de Proteção,Segurança e EPI,329.0,Crédito,19.9
1834,2023-07-15,Brita,Construção e Estrutura,28.0,Carteira Digital,17.9
1835,2023-10-20,Parafusadeira,Ferramentas,463.0,Dinheiro,429.0
1836,2023-10-24,Pincel,Tintas e Acabamento,283.0,Crédito,12.9
1837,2023-06-12,Telha Cerâmica,Construção e Estrutura,157.0,Débito,7.9
1838,2023-01-03,Tinta Acrílica,Tintas e Acabamento,159.0,Dinheiro,249.0
1839,2023-05-27,Bomba de água,Hidráulica,198.0,Débito,899.0
1840,2023-07-08,Conexão T,Hidráulica,284.0,Boleto,7.9
1841,2023-10-27,Enxada,Jardinagem,485.0,Carteira Digital,89.9
1842,2023-11-28,Máscara Respiratória,Segurança e EPI,340.0,Carteira Digital,29.9
1843,2023-12-05,Sementes de Grama,Jardinagem,72.0,Pix,19.9
1844,2023-02-15,Fio Elétrico,Elétrica,155.0,Débito,3.5
1845,2023-03-24,Caixa de água,Hidráulica,485.0,Pix,799.0
1846,2023-09-09,Capacete,Segurança e EPI,407.0,Boleto,49.9
1847,2023-12-13,Parafusadeira,Ferramentas,453.0,Boleto,429.0
1848,2023-01-28,Óculos de Proteção,Segurança e EPI,494.0,Carteira Digital,24.9
1849,2023-03-22,Areia,Construção e Estrutura,86.0,Carteira Digital,14.9
1850,2023-01-10,Verniz,Tintas e Acabamento,124.0,Boleto,139.9
1851,2023-02-04,Máscara Respiratória,Segurança e EPI,97.0,Dinheiro,29.9
1852,2023-05-15,Interruptor,Elétrica,443.0,Débito,12.9
1853,2023-07-27,Torneira,Hidráulica,47.0,Carteira Digital,79.0
1854,2023-05-14,Lixadeira,Ferramentas,188.0,Crédito,389.0
1855,2023-05-18,Torneira,Hidráulica,368.0,Débito,79.0
1856,2023-07-19,Interruptor,Elétrica,9.0,Débito,12.9
1857,2023-10-14,Tesoura de Poda,Jardinagem,452.0,Boleto,59.9
1858,2023-01-31,Bomba de água,Hidráulica,107.0,Transferência Bancária,899.0
1859,2023-01-11,Lâmpada LED,Elétrica,201.0,Dinheiro,14.9
1860,2023-01-19,Martelo,Ferramentas,239.0,Dinheiro,79.9
1861,2023-01-27,Lixadeira,Ferramentas,31.0,Crédito,389.0
1862,2023-12-28,Tesoura de Poda,Jardinagem,402.0,Pix,59.9
1863,2023-02-02,Trena,Ferramentas,13.0,Crédito,32.0
1864,2023-02-19,Cano PVC,Hidráulica,43.0,Pix,29.9
1865,2023-08-09,Alicate,Ferramentas,273.0,Transferência Bancária,41.9
1866,2023-02-09,Luva de Proteção,Segurança e EPI,379.0,Boleto,19.9
1867,2023-11-29,Argamassa,Construção e Estrutura,15.0,Transferência Bancária,24.9
1868,2023-02-03,Luva de Proteção,Segurança e EPI,486.0,Transferência Bancária,19.9
1869,2023-05-04,Furadeira,Ferramentas,57.0,Boleto,499.9
1870,2023-08-10,Regador,Jardinagem,336.0,Transferência Bancária,39.9
1871,2023-06-15,Trena,Ferramentas,179.0,Boleto,32.0
1872,2023-06-29,Bomba de água,Hidráulica,417.0,Dinheiro,899.0
1873,2023-08-06,Mangueira Jardim,Jardinagem,355.0,Crédito,69.9
1874,2023-12-09,Lixa,Tintas e Acabamento,181.0,Crédito,4.9
1875,2023-03-19,Sementes de Grama,Jardinagem,133.0,Pix,19.9
1876,2023-05-23,Enxada,Jardinagem,394.0,Boleto,89.9
1877,2023-01-13,Botina,Segurança e EPI,113.0,Carteira Digital,149.0
1878,2023-11-11,Mangueira,Hidráulica,409.0,Transferência Bancária,59.0
1879,2023-11-14,Conexão T,Hidráulica,340.0,Pix,7.9
1880,2023-07-14,Tesoura de Poda,Jardinagem,48.0,Débito,59.9
1881,2023-09-30,Enxada,Jardinagem,483.0,Débito,89.9
1882,2023-01-10,Carrinho de Mão,Jardinagem,58.0,Transferência Bancária,359.0
1883,2023-05-04,Tesoura de Poda,Jardinagem,74.0,Carteira Digital,59.9
1884,2023-02-04,Máscara Respiratória,Segurança e EPI,375.0,Boleto,29.9
1885,2023-03-22,Martelo,Ferramentas,116.0,Transferência Bancária,79.9
1886,2023-01-07,Lixa,Tintas e Acabamento,93.0,Carteira Digital,4.9
1887,2023-12-10,Tijolo,Construção e Estrutura,83.0,Dinheiro,2.0
1888,2023-04-12,Interruptor,Elétrica,197.0,Débito,12.9
1889,2023-02-03,Interruptor,Elétrica,419.0,Transferência Bancária,12.9
1890,2023-10-10,Torneira,Hidráulica,395.0,Carteira Digital,79.0
1891,2023-08-23,Lixa,Tintas e Acabamento,74.0,Pix,4.9
1892,2023-02-25,Mangueira,Hidráulica,236.0,Crédito,59.0
1893,2023-01-25,Carrinho de Mão,Jardinagem,119.0,Dinheiro,359.0
1894,2023-10-31,Torneira,Hidráulica,117.0,Transferência Bancária,79.0
1895,2023-03-14,Mangueira Jardim,Jardinagem,284.0,Transferência Bancária,69.9
1896,2023-12-23,Óculos de Proteção,Segurança e EPI,469.0,Dinheiro,24.9
1897,2023-10-18,Capacete,Segurança e EPI,364.0,Dinheiro,49.9
1898,2023-11-14,Óculos de Proteção,Segurança e EPI,374.0,Dinheiro,24.9
1899,2023-01-18,Bloco de Concreto,Construção e Estrutura,45.0,Débito,6.0
1900,2023-07-31,Martelo,Ferramentas,166.0,Crédito,79.9
1901,2023-03-14,Telha Cerâmica,Construção e Estrutura,235.0,Carteira Digital,7.9
1902,2023-11-04,Cano PVC,Hidráulica,,Dinheiro,29.9
1903,2023-12-29,Disjuntor,Elétrica,121.0,Dinheiro,45.0
1904,2023-12-17,Lixa,Tintas e Acabamento,167.0,Boleto,4.9
1905,2023-12-19,Tinta Acrílica,Tintas e Acabamento,451.0,Débito,249.0
1906,2023-02-26,Colete Reflexivo,Segurança e EPI,280.0,Boleto,39.9
1907,2023-06-28,Adubo,Jardinagem,300.0,Crédito,49.9
1908,2023-10-16,Luva de Proteção,Segurança e EPI,132.0,,19.9
1909,2023-07-07,Pá,Jardinagem,416.0,Carteira Digital,74.9
1910,2023-12-25,Furadeira,Ferramentas,30.0,Boleto,499.9
1911,2023-03-09,Verniz,Tintas e Acabamento,83.0,Transferência Bancária,139.9
1912,2023-11-08,Areia,Construção e Estrutura,477.0,Transferência Bancária,14.9
1913,2023-08-30,Torneira,Hidráulica,248.0,Crédito,79.0
1914,2023-10-08,Bloco de Concreto,Construção e Estrutura,205.0,Débito,6.0
1915,2023-06-17,Tijolo,Construção e Estrutura,75.0,Transferência Bancária,2.0
1916,2023-12-17,Luva de Proteção,Segurança e EPI,267.0,Boleto,19.9
