ID,Data,Produto,Categoria,Quantidade,Preço,Pagamento
816,2023-02-13,Teclado,Móveis de Escritório,2.0,4476.81,Débito
817,2023-06-06,Fone de Ouvido,Móveis de Escritório,3.0,273.56,Boleto
818,2023-09-20,Notebook,Informática,9.0,4593.81,Débito
819,2023-06-26,Smartphone,Acessórios,5.0,3500.09,Boleto
820,2023-08-30,Smartphone,Periféricos,8.0,2577.99,Crédito
821,2023-04-27,Monitor,Acessórios,7.0,1535.82,Débito
822,2023-09-05,Fone de Ouvido,Informática,9.0,4132.08,Dinheiro
823,,Mouse,,4.0,4415.86,Boleto
824,2023-07-16,Mouse,Móveis de Escritório,3.0,3568.45,Boleto
825,2023-05-13,Impressora,Periféricos,4.0,2494.62,Crédito
826,2023-04-06,Teclado,Acessórios,5.0,3667.34,Boleto
827,2023-01-21,Cadeira Gamer,Informática,7.0,4006.15,Crédito
828,2023-01-23,Monitor,Móveis de Escritório,1.0,4960.7,Crédito
829,2023-09-30,Monitor,Informática,1.0,854.01,Débito
830,2023-04-07,Notebook,Acessórios,6.0,467.51,Dinheiro
831,2023-11-23,Notebook,Acessórios,3.0,3752.96,Débito
832,2023-09-20,,Periféricos,1.0,2654.25,Pix
833,2023-07-18,Mouse,Periféricos,8.0,,Crédito
834,2023-10-24,Cadeira Gamer,Periféricos,1.0,2251.16,Pix
835,2023-09-03,Fone de Ouvido,Acessórios,5.0,3026.08,Débito
836,2023-06-25,Impressora,Móveis de Escritório,4.0,3067.43,Boleto
837,2023-10-28,Fone de Ouvido,Periféricos,2.0,978.93,Crédito
838,2023-05-23,Teclado,Periféricos,8.0,2090.99,Crédito
839,2023-02-11,Cadeira Gamer,Periféricos,5.0,3031.91,Pix
840,2023-11-02,Mouse,Informática,4.0,3812.84,Pix
841,2023-07-28,Fone de Ouvido,Acessórios,2.0,2150.79,Boleto
842,2023-07-13,Notebook,Informática,1.0,3863.09,Crédito
843,2023-03-06,Mouse,Móveis de Escritório,5.0,65.28,Crédito
844,2023-10-30,Fone de Ouvido,Periféricos,6.0,4140.56,Crédito
845,2023-07-06,Impressora,Periféricos,6.0,1413.18,Débito
846,2023-08-26,Impressora,Acessórios,2.0,4400.58,Dinheiro
847,2023-09-01,Cadeira Gamer,Periféricos,4.0,478.8,Crédito
848,2023-05-24,Cadeira Gamer,Acessórios,5.0,2148.47,Débito
849,2023-06-18,Smartphone,Periféricos,8.0,629.53,Dinheiro
850,2023-06-27,Teclado,Informática,8.0,2523.58,Crédito
851,2023-12-04,Cadeira Gamer,Móveis de Escritório,2.0,3943.96,Pix
852,2023-07-13,Teclado,Periféricos,5.0,1472.34,Débito
853,,Notebook,Informática,2.0,3343.51,Crédito
854,2023-01-29,Notebook,Acessórios,6.0,4122.48,Débito
855,2023-11-17,Teclado,Móveis de Escritório,1.0,2054.11,Crédito
856,2023-04-29,Teclado,Acessórios,8.0,4192.45,Dinheiro
857,2023-02-12,Notebook,Móveis de Escritório,,2914.1,Boleto
858,2023-06-01,,Periféricos,4.0,2139.37,Boleto
859,2023-04-26,Impressora,Acessórios,2.0,3225.86,Débito
860,2023-08-14,Impressora,Móveis de Escritório,1.0,389.53,Boleto
861,2023-09-05,Fone de Ouvido,,2.0,999.08,Dinheiro
862,2023-03-29,Teclado,Acessórios,4.0,4548.95,Débito
863,2023-09-30,Teclado,Móveis de Escritório,1.0,3084.85,Débito
864,2023-07-30,Impressora,Periféricos,9.0,985.72,Crédito
865,2023-02-01,Mouse,Periféricos,7.0,3685.71,Pix
866,2023-03-31,Smartphone,Acessórios,4.0,1889.54,Crédito
867,2023-07-14,Teclado,Informática,2.0,4020.32,Débito
868,2023-04-22,Cadeira Gamer,Acessórios,4.0,4673.93,Crédito
869,2023-06-08,Teclado,Periféricos,8.0,4412.06,Débito
870,2023-04-30,Notebook,Periféricos,3.0,1666.91,Crédito
871,2023-12-26,Mouse,Acessórios,2.0,1399.7,Débito
872,2023-09-09,Smartphone,Periféricos,8.0,4223.53,Boleto
873,2023-10-10,Teclado,Informática,2.0,3362.62,Dinheiro
874,2023-02-10,Notebook,Informática,7.0,4013.24,Dinheiro
875,2023-08-23,Monitor,Informática,8.0,1248.6,Dinheiro
876,2023-06-06,Notebook,Acessórios,7.0,469.15,Boleto
877,2023-03-28,Smartphone,Móveis de Escritório,3.0,3312.2,
878,2023-10-29,Mouse,Informática,5.0,4739.52,Débito
879,2023-08-11,Cadeira Gamer,Móveis de Escritório,6.0,3265.45,Crédito
880,2023-08-13,Fone de Ouvido,Periféricos,7.0,1938.59,Débito
881,2023-06-10,Smartphone,Móveis de Escritório,7.0,4341.0,Dinheiro
882,2023-10-26,Smartphone,Informática,9.0,3113.96,Crédito
883,2023-04-21,Monitor,Periféricos,3.0,4810.57,Boleto
884,2023-05-01,Notebook,,9.0,2089.19,Débito
885,2023-06-24,Smartphone,Móveis de Escritório,8.0,3592.82,Dinheiro
886,2023-04-05,Impressora,Periféricos,8.0,741.55,Pix
887,2023-06-29,Mouse,Informática,2.0,3732.33,Boleto
888,,Teclado,Acessórios,8.0,3027.77,Dinheiro
889,2023-10-11,Smartphone,Acessórios,1.0,4331.05,Dinheiro
890,2023-07-10,Notebook,Acessórios,9.0,4049.79,Dinheiro
891,2023-04-15,Mouse,Periféricos,7.0,633.72,Dinheiro
892,2023-09-12,Fone de Ouvido,Móveis de Escritório,3.0,2050.02,Crédito
893,2023-08-18,Fone de Ouvido,Acessórios,9.0,140.9,Boleto
894,2023-12-03,Cadeira Gamer,Informática,8.0,3220.57,Boleto
895,2023-10-28,Impressora,Móveis de Escritório,1.0,1684.24,Dinheiro
896,2023-03-02,Mouse,Móveis de Escritório,5.0,4999.41,Débito
897,2023-11-08,Teclado,Periféricos,5.0,,Dinheiro
898,2023-01-26,Monitor,Periféricos,8.0,1120.89,Débito
899,2023-01-11,Impressora,Informática,1.0,600.12,Crédito
900,2023-10-26,Notebook,Informática,4.0,3588.43,Dinheiro
901,2023-02-12,Cadeira Gamer,Acessórios,6.0,1727.37,Crédito
902,2023-03-08,Cadeira Gamer,Acessórios,3.0,3384.49,Débito
903,2023-02-14,Mouse,Acessórios,5.0,3306.48,Pix
904,2023-07-15,Impressora,Periféricos,2.0,1752.67,Crédito
905,2023-04-01,Smartphone,Acessórios,2.0,835.96,Pix
906,2023-04-19,Notebook,Periféricos,8.0,3968.56,Dinheiro
907,2023-10-07,Smartphone,Periféricos,7.0,4598.28,Crédito
908,2023-01-03,,Informática,2.0,826.56,Pix
909,2023-04-05,Mouse,,8.0,611.63,Pix
910,2023-09-26,Monitor,Móveis de Escritório,9.0,3656.07,Boleto
911,2023-12-08,Teclado,Móveis de Escritório,9.0,640.23,Dinheiro
912,2023-03-20,Impressora,Acessórios,6.0,4507.99,Débito
913,2023-01-11,Monitor,Informática,,3222.58,Pix
914,2023-12-04,Cadeira Gamer,Móveis de Escritório,3.0,3747.99,Débito
915,2023-11-14,Cadeira Gamer,Acessórios,4.0,963.51,Dinheiro
916,2023-07-06,Fone de Ouvido,Periféricos,4.0,3432.56,Dinheiro
917,2023-03-28,Monitor,Acessórios,5.0,4452.62,Dinheiro
918,2023-01-06,Fone de Ouvido,Acessórios,8.0,603.46,Débito
919,2023-02-07,Cadeira Gamer,Móveis de Escritório,1.0,86.56,Dinheiro
920,2023-07-27,Monitor,,9.0,1604.27,Dinheiro
921,2023-04-27,Impressora,Periféricos,4.0,1988.81,Dinheiro
922,2023-09-09,,Acessórios,4.0,3078.41,
923,2023-08-16,Monitor,Informática,6.0,555.81,Pix
924,2023-07-12,Smartphone,Móveis de Escritório,9.0,332.22,Pix
925,2023-06-11,Smartphone,Acessórios,9.0,3534.49,Dinheiro
926,2023-08-12,Teclado,Acessórios,5.0,3029.05,Boleto
927,2023-10-07,Smartphone,Acessórios,2.0,1268.47,Débito
928,2023-11-11,Cadeira Gamer,Acessórios,7.0,1849.48,Débito
929,2023-11-05,Teclado,Periféricos,2.0,3669.64,Dinheiro
930,2023-03-20,Notebook,Informática,1.0,471.56,Dinheiro
931,2023-05-29,Fone de Ouvido,,7.0,,Boleto
932,2023-10-14,Cadeira Gamer,Periféricos,9.0,,Débito
933,2023-01-06,Teclado,Acessórios,8.0,991.85,Débito
934,2023-09-17,Smartphone,Acessórios,5.0,2209.46,Pix
935,2023-02-21,Mouse,Informática,7.0,2220.16,Boleto
936,2023-02-16,Monitor,Móveis de Escritório,6.0,4758.93,Dinheiro
937,2023-05-27,Smartphone,Periféricos,8.0,2971.61,Boleto
938,,Cadeira Gamer,Acessórios,6.0,3434.03,Dinheiro
939,2023-04-29,Notebook,Periféricos,9.0,3354.43,Dinheiro
940,,Smartphone,Informática,2.0,2244.46,Pix
941,2023-11-15,Cadeira Gamer,Informática,3.0,2435.23,Crédito
942,2023-02-18,Fone de Ouvido,Periféricos,7.0,,
943,2023-03-02,Teclado,Móveis de Escritório,3.0,2830.67,Débito
944,2023-01-27,Impressora,Móveis de Escritório,5.0,2432.01,Dinheiro
945,2023-07-09,Mouse,Móveis de Escritório,6.0,,Boleto
946,2023-10-29,Notebook,Periféricos,1.0,389.12,Dinheiro
947,2023-02-23,Monitor,Informática,1.0,862.97,Débito
948,2023-10-02,Notebook,Informática,4.0,2541.76,Boleto
949,2023-01-23,Teclado,Acessórios,6.0,3342.65,Débito
950,2023-06-24,Smartphone,Acessórios,8.0,1642.29,
951,2023-03-02,Cadeira Gamer,Informática,3.0,899.62,Crédito
952,2023-11-22,Smartphone,Periféricos,2.0,1571.83,Boleto
953,2023-05-27,Smartphone,Periféricos,5.0,4766.45,Crédito
954,2023-11-24,Smartphone,Móveis de Escritório,2.0,2778.38,
955,,Smartphone,,1.0,1885.86,Crédito
956,2023-06-23,Teclado,Informática,2.0,3793.82,Crédito
957,2023-09-21,Monitor,Acessórios,9.0,821.93,Crédito
958,2023-08-17,Fone de Ouvido,Informática,8.0,1212.75,Crédito
959,2023-06-14,Smartphone,Informática,3.0,2617.26,Pix
960,2023-06-12,Notebook,Móveis de Escritório,2.0,578.41,Boleto
961,,Cadeira Gamer,Acessórios,2.0,4050.86,Pix
962,2023-09-22,Mouse,Acessórios,6.0,2263.59,Boleto
963,2023-10-03,Smartphone,Acessórios,5.0,4487.81,Débito
964,2023-11-26,Cadeira Gamer,Periféricos,3.0,2921.72,Crédito
965,2023-04-08,Smartphone,Informática,6.0,1644.63,Dinheiro
966,2023-10-05,Cadeira Gamer,Informática,3.0,2498.86,Crédito
967,2023-09-06,Teclado,Informática,7.0,3284.51,Dinheiro
968,2023-04-30,Teclado,Móveis de Escritório,2.0,3328.43,Dinheiro
969,2023-07-25,Mouse,Informática,6.0,3753.86,Débito
970,2023-07-21,Smartphone,Móveis de Escritório,3.0,704.22,Crédito
971,2023-02-01,Impressora,Periféricos,1.0,1609.11,Crédito
972,2023-10-18,Smartphone,Informática,2.0,4033.98,
973,2023-11-11,Teclado,Acessórios,7.0,4787.2,Boleto
974,2023-05-10,Teclado,Periféricos,3.0,477.13,Dinheiro
975,2023-03-19,Fone de Ouvido,Informática,9.0,2526.85,Débito
976,2023-04-19,Monitor,Informática,7.0,3895.55,Pix
977,2023-04-12,Mouse,,2.0,2810.13,Débito
978,2023-12-27,Cadeira Gamer,Periféricos,3.0,3645.78,Débito
979,2023-05-04,,Acessórios,9.0,507.66,Dinheiro
980,2023-04-01,Fone de Ouvido,Acessórios,4.0,,Crédito
981,2023-02-02,Monitor,Periféricos,8.0,2976.09,Pix
982,2023-11-27,Mouse,Móveis de Escritório,5.0,1327.72,Débito
983,,Mouse,Acessórios,2.0,3782.95,Dinheiro
984,2023-09-08,,Informática,3.0,1240.29,Débito
985,2023-04-23,Teclado,Acessórios,2.0,186.12,Débito
986,2023-10-19,Smartphone,Periféricos,3.0,2625.27,Pix
987,2023-03-04,,Periféricos,4.0,1470.78,Pix
988,2023-06-11,,Móveis de Escritório,9.0,3301.74,Pix
989,2023-06-03,Smartphone,Informática,1.0,969.72,Pix
990,2023-11-30,Cadeira Gamer,Informática,8.0,1849.03,Boleto
991,2023-07-16,Monitor,Periféricos,6.0,1075.66,Boleto
992,2023-06-03,Fone de Ouvido,Móveis de Escritório,1.0,3276.97,Dinheiro
993,2023-06-25,Mouse,Periféricos,3.0,1584.23,Dinheiro
994,2023-04-24,Mouse,Periféricos,9.0,813.25,Pix
995,2023-10-17,Impressora,Periféricos,8.0,1563.42,Dinheiro
996,2023-05-08,Cadeira Gamer,Móveis de Escritório,6.0,295.68,Crédito
997,2023-01-28,Teclado,Informática,4.0,3997.81,Débito
998,2023-09-08,Teclado,Informática,8.0,680.4,Débito
999,2023-09-26,Impressora,Móveis de Escritório,6.0,1136.38,Boleto
1000,2023-07-03,Fone de Ouvido,Periféricos,9.0,593.75,Pix
1001,2023-02-11,Notebook,Periféricos,5.0,229.87,Pix
1002,2023-05-06,Teclado,Periféricos,9.0,3564.93,Crédito
1003,2023-02-01,Teclado,Periféricos,7.0,1178.95,Crédito
1004,2023-08-10,Fone de Ouvido,Móveis de Escritório,9.0,4382.84,Boleto
1005,,,Informática,4.0,449.54,Dinheiro
1006,2023-04-08,Fone de Ouvido,Periféricos,9.0,4495.38,Débito
1007,2023-07-20,Mouse,Informática,6.0,2885.74,Boleto
1008,2023-08-20,Smartphone,,4.0,4739.01,Dinheiro
1009,2023-04-28,Notebook,Acessórios,6.0,3683.97,Boleto
1010,2023-02-23,Monitor,Periféricos,7.0,2727.09,Pix
1011,2023-05-03,Impressora,Informática,,2276.44,Crédito
1012,2023-12-09,Smartphone,Móveis de Escritório,4.0,3934.64,Débito
1013,2023-04-01,Smartphone,Acessórios,3.0,353.66,Débito
1014,2023-11-01,,,9.0,889.05,Crédito
1015,2023-11-27,Notebook,,1.0,2822.56,Crédito
1016,2023-05-19,Fone de Ouvido,Acessórios,5.0,1995.59,Crédito
1017,2023-11-26,Notebook,Informática,4.0,1247.47,Dinheiro
1018,2023-05-11,Cadeira Gamer,Móveis de Escritório,,726.74,Débito
1019,2023-07-05,Teclado,Periféricos,6.0,2838.18,Débito
1020,2023-09-10,Mouse,Móveis de Escritório,2.0,308.35,
1021,2023-12-17,Teclado,Periféricos,4.0,2172.52,Crédito
1022,2023-02-08,Impressora,Informática,8.0,771.13,Dinheiro
1023,,Cadeira Gamer,,4.0,535.25,Dinheiro
1024,2023-01-09,,Móveis de Escritório,6.0,57.09,Pix
1025,2023-04-12,Impressora,Informática,4.0,4081.76,Crédito
1026,2023-10-30,Notebook,Periféricos,5.0,,Débito
1027,2023-09-19,Teclado,Acessórios,9.0,2187.21,Dinheiro
1028,2023-08-26,Fone de Ouvido,Informática,6.0,1344.69,Boleto
1029,2023-08-31,Notebook,Informática,5.0,411.29,Boleto
1030,2023-03-15,Mouse,Acessórios,7.0,218.9,Débito
1031,2023-09-28,Smartphone,Informática,4.0,4048.12,Pix
1032,2023-11-11,Monitor,Acessórios,7.0,1903.09,Crédito
1033,2023-10-18,Notebook,Acessórios,4.0,3139.44,Boleto
1034,2023-03-10,Smartphone,Acessórios,5.0,2183.5,Boleto
1035,2023-02-04,Impressora,Acessórios,2.0,3374.98,Boleto
1036,2023-07-23,Smartphone,Acessórios,7.0,4695.94,Boleto
1037,2023-09-19,Impressora,Informática,6.0,3756.79,Débito
1038,2023-05-09,Teclado,Periféricos,9.0,537.49,Débito
1039,2023-02-27,Cadeira Gamer,Informática,,4941.02,Crédito
1040,2023-04-07,Cadeira Gamer,Móveis de Escritório,6.0,2723.77,Pix
1041,2023-07-26,Fone de Ouvido,Periféricos,7.0,1821.86,Pix
1042,2023-07-17,Impressora,Móveis de Escritório,2.0,641.64,Dinheiro
1043,2023-01-04,Fone de Ouvido,Periféricos,3.0,805.75,Débito
1044,2023-03-23,Fone de Ouvido,Informática,5.0,1733.18,Pix
1045,2023-02-08,Monitor,Acessórios,,,Pix
1046,2023-10-14,Smartphone,Periféricos,8.0,3920.86,
1047,2023-12-13,Smartphone,Informática,1.0,4896.99,Crédito
1048,2023-11-13,Teclado,Móveis de Escritório,,4560.66,Crédito
1049,2023-08-09,Teclado,Periféricos,4.0,3719.27,Pix
1050,2023-03-08,Mouse,Informática,9.0,2843.1,Débito
1051,2023-02-02,Notebook,Móveis de Escritório,2.0,224.44,Pix
1052,2023-05-03,Monitor,Acessórios,5.0,365.58,Dinheiro
1053,2023-11-23,Cadeira Gamer,Periféricos,8.0,2108.44,Pix
1054,2023-11-21,Mouse,Informática,2.0,2397.91,Dinheiro
1055,2023-12-13,Notebook,Periféricos,,3026.32,Crédito
1056,2023-08-18,Smartphone,Informática,3.0,936.26,Pix
1057,2023-12-17,,,5.0,4638.24,Boleto
1058,2023-12-07,Fone de Ouvido,,9.0,4900.06,
1059,2023-09-10,Smartphone,Periféricos,3.0,1393.59,Dinheiro
1060,2023-04-06,Mouse,Informática,7.0,2495.25,Crédito
1061,2023-09-03,Cadeira Gamer,Periféricos,6.0,376.69,Crédito
1062,2023-02-15,Cadeira Gamer,Móveis de Escritório,3.0,3198.58,Débito
1063,,Teclado,Móveis de Escritório,6.0,1916.59,Débito
1064,2023-04-21,Teclado,Periféricos,1.0,745.06,Pix
1065,2023-01-09,Monitor,Móveis de Escritório,7.0,2752.94,Pix
1066,2023-04-19,Notebook,Móveis de Escritório,2.0,677.96,Crédito
1067,2023-04-26,Fone de Ouvido,Periféricos,2.0,4172.54,Pix
1068,2023-10-03,Cadeira Gamer,Acessórios,8.0,1817.91,Débito
1069,2023-10-18,Notebook,Móveis de Escritório,9.0,1684.28,Boleto
1070,2023-08-14,Mouse,Acessórios,2.0,2800.62,
1071,2023-11-29,Impressora,Acessórios,3.0,2422.72,Débito
1072,2023-08-04,Monitor,Periféricos,5.0,1747.33,Dinheiro
1073,2023-03-22,Monitor,Acessórios,5.0,1745.05,Boleto
1074,,Cadeira Gamer,Acessórios,6.0,1850.17,Crédito
1075,2023-03-29,Smartphone,Acessórios,1.0,1379.21,Dinheiro
1076,2023-12-23,Teclado,Periféricos,9.0,3445.04,Débito
1077,2023-04-08,Fone de Ouvido,Móveis de Escritório,1.0,1443.38,Boleto
1078,,Teclado,,4.0,3453.81,Pix
1079,2023-12-08,Impressora,Móveis de Escritório,9.0,1780.48,Pix
1080,2023-01-09,Monitor,Acessórios,8.0,1639.18,Crédito
1081,2023-07-05,Mouse,Informática,7.0,4666.7,
1082,2023-02-28,Notebook,Periféricos,7.0,2367.55,Débito
1083,2023-08-01,Notebook,Informática,1.0,1111.15,Crédito
1084,2023-03-24,Mouse,Acessórios,8.0,4951.19,Pix
1085,2023-12-09,Cadeira Gamer,Periféricos,8.0,3174.53,Pix
1086,,Mouse,Periféricos,,3099.17,Boleto
1087,2023-09-19,Impressora,Informática,9.0,3300.29,Débito
1088,2023-09-18,Mouse,Móveis de Escritório,9.0,3181.77,Boleto
1089,2023-03-23,Fone de Ouvido,Periféricos,9.0,3990.98,Pix
1090,2023-01-25,Mouse,Periféricos,9.0,4188.34,Crédito
1091,2023-03-12,Fone de Ouvido,Informática,9.0,4283.67,Dinheiro
1092,2023-04-13,Monitor,Móveis de Escritório,6.0,2856.04,Boleto
1093,2023-10-05,Notebook,Informática,2.0,4643.11,Boleto
1094,2023-07-03,Fone de Ouvido,Móveis de Escritório,6.0,2794.49,Débito
1095,,Mouse,Acessórios,9.0,3483.71,Dinheiro
1096,2023-08-24,Teclado,Periféricos,1.0,4060.9,Crédito
1097,2023-07-09,Cadeira Gamer,Móveis de Escritório,5.0,325.63,Débito
1098,2023-10-03,Teclado,Acessórios,5.0,646.08,Pix
1099,2023-05-13,Teclado,Acessórios,6.0,4506.94,Débito
1100,2023-12-28,Monitor,Móveis de Escritório,,710.35,Débito
1101,2023-08-05,Fone de Ouvido,Periféricos,1.0,3013.12,Crédito
1102,2023-11-21,Monitor,Acessórios,7.0,1955.85,Dinheiro
1103,2023-12-06,Mouse,Móveis de Escritório,4.0,2902.16,Pix
1104,2023-09-13,Monitor,Informática,5.0,1451.69,Crédito
1105,2023-06-02,Smartphone,,5.0,908.62,Crédito
1106,2023-06-26,Smartphone,Acessórios,3.0,4325.38,
1107,2023-10-31,Smartphone,Móveis de Escritório,4.0,,Débito
1108,2023-04-10,Smartphone,Informática,2.0,1161.29,Boleto
1109,2023-07-03,Smartphone,Acessórios,6.0,4057.76,Débito
1110,2023-10-31,Smartphone,Móveis de Escritório,3.0,4354.22,Crédito
1111,2023-07-15,Mouse,Informática,1.0,4194.72,Crédito
1112,2023-04-26,Impressora,Periféricos,4.0,2216.17,Boleto
1113,2023-02-06,Monitor,Periféricos,7.0,4627.24,Dinheiro
1114,2023-10-29,Impressora,Móveis de Escritório,1.0,2433.96,
1115,,Mouse,Acessórios,8.0,369.92,Dinheiro
1116,2023-04-13,Mouse,Móveis de Escritório,1.0,1597.65,Boleto
1117,2023-01-14,Fone de Ouvido,Acessórios,1.0,,Crédito
1118,2023-05-21,Notebook,Informática,8.0,1633.18,Débito
1119,2023-01-21,Mouse,Móveis de Escritório,8.0,1813.65,Crédito
1120,2023-08-21,Teclado,Móveis de Escritório,,4826.66,Dinheiro
1121,2023-10-08,Smartphone,Periféricos,1.0,1176.1,Crédito
1122,2023-06-24,Smartphone,Acessórios,3.0,4713.5,Dinheiro
1123,2023-07-29,Teclado,Informática,1.0,679.51,Débito
1124,2023-02-01,Mouse,Acessórios,6.0,972.85,Dinheiro
1125,2023-03-19,Notebook,Periféricos,3.0,1428.53,Pix
1126,2023-10-24,Mouse,Informática,5.0,2891.09,Pix
1127,2023-12-08,Mouse,Móveis de Escritório,4.0,2259.56,Dinheiro
1128,2023-08-17,Mouse,Acessórios,3.0,3470.73,Débito
1129,2023-12-07,Teclado,Acessórios,3.0,1737.99,Boleto
1130,2023-12-22,Impressora,Acessórios,3.0,3842.27,Crédito
1131,,Smartphone,Periféricos,1.0,4213.34,Débito
1132,2023-03-21,Impressora,Acessórios,1.0,4471.64,Pix
1133,2023-02-06,Teclado,Acessórios,2.0,,Débito
1134,2023-06-17,Smartphone,Móveis de Escritório,6.0,2839.57,Pix
1135,2023-08-02,Mouse,Móveis de Escritório,6.0,364.84,Crédito
1136,2023-05-20,Impressora,Móveis de Escritório,4.0,1353.77,Boleto
1137,2023-07-27,Cadeira Gamer,Acessórios,6.0,,Crédito
1138,2023-03-22,Notebook,Móveis de Escritório,4.0,1424.67,Débito
1139,2023-11-04,Smartphone,Móveis de Escritório,4.0,2351.55,Crédito
1140,2023-07-25,Impressora,Periféricos,3.0,1694.4,Pix
1141,2023-03-18,Impressora,Periféricos,1.0,1698.33,Dinheiro
1142,2023-08-09,Impressora,Periféricos,2.0,646.78,
1143,2023-12-02,Monitor,Acessórios,7.0,4722.09,Débito
1144,2023-03-22,Mouse,Periféricos,,1438.79,Pix
1145,2023-02-07,Smartphone,Informática,6.0,,Débito
1146,2023-07-21,Monitor,Periféricos,1.0,3217.47,Crédito
1147,2023-09-22,Monitor,Periféricos,7.0,973.91,Pix
1148,2023-10-01,Impressora,Informática,6.0,461.37,Dinheiro
1149,2023-02-13,Fone de Ouvido,Informática,3.0,3902.76,Boleto
1150,2023-05-28,Smartphone,,5.0,786.82,Débito
1151,2023-12-20,Mouse,Acessórios,4.0,1157.01,Crédito
1152,2023-11-05,Fone de Ouvido,Periféricos,8.0,1024.43,Dinheiro
1153,2023-12-03,Mouse,Acessórios,3.0,893.26,Débito
1154,2023-10-18,Impressora,Acessórios,8.0,,Boleto
1155,2023-05-31,Notebook,Acessórios,4.0,,Boleto
1156,2023-01-14,Fone de Ouvido,Informática,6.0,3076.66,Débito
1157,2023-05-01,Monitor,Móveis de Escritório,4.0,773.9,Débito
1158,2023-08-26,Impressora,Informática,8.0,1604.98,Dinheiro
1159,2023-06-11,Smartphone,Acessórios,,4104.5,Crédito
1160,2023-01-28,Impressora,Informática,9.0,4182.92,Dinheiro
1161,2023-09-14,Fone de Ouvido,Informática,4.0,4769.77,Pix
1162,2023-02-27,Smartphone,Móveis de Escritório,3.0,4728.43,Crédito
1163,2023-08-11,Impressora,Móveis de Escritório,1.0,4581.38,Crédito
1164,2023-03-06,Fone de Ouvido,Acessórios,4.0,4626.83,Crédito
1165,2023-06-29,Impressora,Periféricos,5.0,2038.78,Pix
1166,2023-04-07,Cadeira Gamer,Periféricos,7.0,2574.65,Crédito
1167,2023-03-21,Notebook,Informática,3.0,2984.98,Dinheiro
1168,2023-11-25,Fone de Ouvido,Móveis de Escritório,8.0,4590.77,Boleto
1169,2023-03-27,Monitor,Móveis de Escritório,5.0,4149.46,Dinheiro
1170,2023-01-28,Teclado,Acessórios,4.0,2917.77,Dinheiro
1171,2023-11-06,Teclado,Informática,2.0,1574.05,Boleto
1172,2023-02-16,Fone de Ouvido,,4.0,4637.2,Boleto
1173,2023-05-19,Monitor,Acessórios,4.0,4243.97,Crédito
1174,2023-02-08,Teclado,Informática,3.0,1025.27,Pix
1175,2023-11-01,Notebook,Acessórios,2.0,2427.32,Boleto
1176,2023-07-21,Notebook,Periféricos,6.0,4456.93,Dinheiro
1177,2023-01-03,Cadeira Gamer,,2.0,,Débito
1178,2023-12-21,Impressora,Acessórios,4.0,2233.74,Pix
1179,2023-04-20,Teclado,Periféricos,7.0,2597.84,Dinheiro
1180,2023-11-04,Impressora,Acessórios,6.0,,Boleto
1181,2023-10-03,Impressora,Móveis de Escritório,4.0,1733.51,Débito
1182,2023-08-31,Cadeira Gamer,Periféricos,8.0,,Débito
1183,,Notebook,Informática,2.0,1839.66,Pix
1184,2023-01-08,Mouse,Acessórios,7.0,3563.62,Crédito
1185,2023-01-29,Impressora,Informática,9.0,689.86,Dinheiro
1186,2023-12-08,Notebook,Informática,8.0,2560.41,Boleto
1187,2023-10-03,Fone de Ouvido,Informática,2.0,2935.51,Débito
1188,2023-07-11,Teclado,Acessórios,6.0,3365.76,Dinheiro
1189,2023-01-07,Impressora,Periféricos,,3439.36,Boleto
1190,2023-08-23,,Acessórios,1.0,3230.65,Crédito
1191,2023-04-15,Smartphone,Acessórios,7.0,,Dinheiro
1192,2023-08-01,Fone de Ouvido,Acessórios,5.0,1163.26,Boleto
1193,2023-04-28,Monitor,Periféricos,6.0,4437.93,Dinheiro
1194,2023-01-26,Cadeira Gamer,Periféricos,4.0,2165.31,Boleto
1195,2023-10-21,Fone de Ouvido,Móveis de Escritório,2.0,255.01,Boleto
1196,2023-03-02,Mouse,Informática,8.0,2884.83,Dinheiro
1197,2023-04-03,Notebook,Periféricos,4.0,4457.75,Crédito
1198,2023-11-25,Teclado,Acessórios,2.0,3343.82,Crédito
1199,2023-12-25,Monitor,Informática,6.0,4137.26,Débito
1200,2023-02-20,Teclado,Periféricos,7.0,3995.43,Boleto
1201,2023-06-07,Notebook,Acessórios,8.0,4044.01,Pix
1202,2023-02-22,Teclado,Informática,1.0,2911.27,Pix
1203,2023-07-27,Monitor,Acessórios,5.0,2247.68,Pix
1204,,Notebook,Informática,6.0,314.54,Débito
1205,2023-04-06,Cadeira Gamer,Informática,9.0,1561.68,Dinheiro
1206,2023-05-14,Teclado,Móveis de Escritório,1.0,4290.71,
1207,2023-11-25,Monitor,Informática,6.0,3308.17,Boleto
1208,2023-09-11,Impressora,Periféricos,5.0,318.75,Débito
1209,2023-08-02,Teclado,Periféricos,7.0,563.86,Boleto
1210,2023-05-01,Mouse,Acessórios,6.0,2178.42,
1211,,Fone de Ouvido,Informática,1.0,2730.17,Débito
1212,2023-04-15,Smartphone,Acessórios,6.0,1497.31,Dinheiro
1213,2023-02-15,Impressora,Periféricos,5.0,4694.41,Pix
1214,2023-08-27,Smartphone,Acessórios,8.0,1275.25,Crédito
1215,2023-01-05,Monitor,Periféricos,7.0,214.37,Boleto
1216,2023-06-01,Cadeira Gamer,Informática,1.0,3524.07,Dinheiro
